log2FoldChange	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.559922177176748	0.00871832900324434	0.0881228979285527	37.4223633756462
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	0.0799144465596795	0.878257643781743	0.956867640463788	47.9820972107039
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	-0.093776480530849	0.39098231663241	0.726472826714523	48.3665948206675
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	0.0177059682897474	0.935370144967188	0.979903424163575	153.217380482805
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.0286187945990033	0.807765735045758	0.931135960144425	127.086636351782
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	-0.102088415566323	0.411323630829635	0.743501577243709	85.4987957656184
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	-0.137042980971906	0.307100924480562	0.657285592575119	90.0601384297679
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.140432485641423	0.298563557179065	0.649707915793622	115.336016924734
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.103766394138848	0.00335145415728217	0.0479341730845282	686.832344513059
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.00139551698573914	0.766157856755022	0.917561042180339	81.6707040800036
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	0.260010475698822	0.0175820382734404	0.13893210077673	40.7717008417824
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	0.104396866494605	0.453807003916978	0.76788816013281	10.3050967163023
