log2FoldChange	logCPM	F	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.43941005812167	5.21484672205926	4.57711223008928	0.0369065061723664	0.182704027725706	37.1385792930412
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	0.0405400658248228	5.56630362319051	0.132426481363207	0.717340321083915	0.876153709846515	47.3831965438279
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	-0.118511090920979	5.57317439618686	1.05960516000195	0.307861817712286	0.594022751815174	47.6093951797026
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	-0.00148059980161538	7.2370358103301	0.000409633309636667	0.983926474058853	0.996153008533761	150.856788694887
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.0292297574515344	6.96141257217625	0.0880499085211516	0.767801451357598	0.897729839202293	124.621793295007
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	-0.0977992458619469	6.40056912814306	0.705781828103968	0.404526064055666	0.677486420510089	84.4818269160955
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	-0.130134803630573	6.47764457879957	1.38849320774618	0.24379009332389	0.528905242285162	89.1179770243922
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.114938024112394	6.81501494150397	1.08148619535241	0.302966844539597	0.588747730166791	112.596247833242
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.0811246821704161	9.43582433997057	1.36122645423098	0.248415761435329	0.534280665853954	692.573962567259
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.0450507684047069	6.35947680175302	0.196150364424154	0.659603001929575	0.845337987015927	82.1094747646023
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	0.209804411393064	5.36740675089591	4.80291334929766	0.0327133334754798	0.168454528184716	41.2810210787371
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	0.1790220021914	3.45765832566664	0.622274794865366	0.433628755294381	0.70040350924699	10.9864876228387
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.10586007089466	6.68220262003081	1.24627777313135	0.269172924208753	0.556537151932879	102.693611136232
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.255541595157379	10.1335775139042	5.72713099185835	0.0201854702368516	0.124692858490776	1123.3388916791
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	0.0551296930922442	7.12646697321482	0.265300843202511	0.608588926164866	0.812161709024772	139.726995941401
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	0.445967253931682	3.98254715282392	1.3727626402991	0.24644545174805	0.531641941723452	15.8076077992393
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	-0.0408759321047221	7.88625043186563	0.0792016275597489	0.779450349665549	0.903526845830473	236.59084387382
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.080379646550655	7.66069463307097	1.54852937788798	0.21868917526481	0.499823449036224	202.347979489078
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	0.210695086044718	8.70658763994179	9.30055211783313	0.00353555496347191	0.0376102443862376	417.776531078945
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	-0.154592422127136	7.34681486214399	2.09433689170244	0.153585928098844	0.415837716352809	162.783973816302
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	-0.300688760491059	6.87118468316046	3.34104151173165	0.0730595795766711	0.272650916345815	117.06651648738
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	0.316147557342221	5.52651887326326	4.99491979573743	0.029550205625828	0.157849417726762	46.0943773097639
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	0.0893760301932323	8.4470600280473	0.321237706724375	0.573196717781988	0.794582132518446	348.994388215569
ENSG00000120948.16|mRNA|TARDBP|ENSG00000120948.16|ENSG00000120948.16|0|6071	0.0730256622151287	6.69374242835149	0.861019280268919	0.357553773473649	0.637644993155469	103.518329289059
ENSG00000277726.4|mRNA|AL109811.4|ENSG00000277726.4|ENSG00000277726.4|0|2205	-0.00797851344152646	6.26633625898024	0.00798723950399165	0.929115113205078	0.972729125857509	76.9759711644582
ENSG00000116649.9|mRNA|SRM|ENSG00000116649.9|ENSG00000116649.9|0|1898	0.0904100943001312	5.45694770961229	0.342672557754465	0.560711948541676	0.7887467562348	43.9243097375622
ENSG00000171824.13|mRNA|EXOSC10|ENSG00000171824.13|ENSG00000171824.13|0|6003	-0.204303084959062	6.38534037584854	4.12842358389948	0.0470658129748332	0.211685154110865	83.5947466026547
ENSG00000199347.1|snRNA|RNU5E-1|ENSG00000199347.1|ENSG00000199347.1|0|120	1.26627163566677	0.712396057666732	10.3194125874111	0.00221328998992958	0.0270560513512545	1.63852315160653
ENSG00000201801.1|snRNA|RNU5E-4P|ENSG00000201801.1|ENSG00000201801.1|0|120	2.5573670385561	0.146060453393563	27.8690228069592	2.33030774549958e-06	0.000186796214654538	1.10654371973218
ENSG00000116688.16|mRNA|MFN2|ENSG00000116688.16|ENSG00000116688.16|0|4973	-0.0886615110456073	7.77157611049504	0.25520784319294	0.615472977270257	0.816775899550717	218.513122403011
ENSG00000028137.18|mRNA|TNFRSF1B|ENSG00000028137.18|ENSG00000028137.18|0|3766	-0.0601298392832813	5.85150831989168	0.147703022071112	0.702238884156076	0.868317967861644	57.7403649018545
ENSG00000116731.22|mRNA|PRDM2|ENSG00000116731.22|ENSG00000116731.22|0|10923	-0.17703764096411	7.49185596092724	8.16153574391332	0.00604965180294172	0.0547627499440342	180.000357406146
ENSG00000142634.12|mRNA|EFHD2|ENSG00000142634.12|ENSG00000142634.12|0|2531	0.0816705010384239	8.7263732303738	0.539170308309138	0.465931058949814	0.723547608984265	423.545523214441
ENSG00000215695.1|mRNA|RSC1A1|ENSG00000215695.1|ENSG00000215695.1|0|1854	-0.0597246029958469	5.18860549977713	0.206789269082965	0.651105750679739	0.839147555674428	36.4691709875239
ENSG00000116786.11|mRNA|PLEKHM2|ENSG00000116786.11|ENSG00000116786.11|0|4122	-0.0447663658744872	6.02784069441435	0.145562962168007	0.704298774959825	0.868900121470524	65.2470465905163
ENSG00000065526.10|mRNA|SPEN|ENSG00000065526.10|ENSG00000065526.10|0|13294	-0.252534099464512	7.80397309883209	13.2954351574565	0.000596273021242734	0.011069634329128	223.475536261802
ENSG00000055070.16|mRNA|SZRD1|ENSG00000055070.16|ENSG00000055070.16|0|4747	0.112972640383513	7.28866687957856	2.68950821313491	0.106783392178501	0.34148003725724	156.353410611802
ENSG00000157191.19|mRNA|NECAP2|ENSG00000157191.19|ENSG00000157191.19|0|5559	-0.09797253567142	6.57861654179365	1.30940922329471	0.257513242930552	0.543628510260402	95.5786537440845
ENSG00000206652.1|snRNA|RNU1-1|ENSG00000206652.1|ENSG00000206652.1|0|164	0.78152240933755	6.18975056730458	30.0171524830604	1.13075437012897e-06	0.000104198739183767	72.9962561412181
ENSG00000207513.1|snRNA|RNU1-3|ENSG00000207513.1|ENSG00000207513.1|0|164	0.761095963801335	5.97872312260082	26.9684897365195	3.1748778438072e-06	0.00022424044622742	63.0630535439588
ENSG00000207389.1|snRNA|RNU1-4|ENSG00000207389.1|ENSG00000207389.1|0|164	0.697928969285398	5.91473438199977	22.7737993033081	1.41148638018922e-05	0.000656513299273375	60.3271023105806
ENSG00000238142.1|lncRNA|BX284668.5|ENSG00000238142.1|ENSG00000238142.1|0|508	0.569507631541428	2.62730908293009	4.65035487206378	0.0354861987844052	0.178010259095055	6.17872465267853
ENSG00000207005.1|snRNA|RNU1-2|ENSG00000207005.1|ENSG00000207005.1|0|164	0.740463685023989	5.91342119254938	26.3196881388677	3.97654466599808e-06	0.00025345109044359	60.2722155408535
ENSG00000117118.9|mRNA|SDHB|ENSG00000117118.9|ENSG00000117118.9|0|2462	0.155059821414645	5.64445703132861	1.54838696531784	0.218710061992093	0.499823449036224	50.0208279182693
ENSG00000159339.13|mRNA|PADI4|ENSG00000159339.13|ENSG00000159339.13|0|2971	-0.0511154730015297	5.63290515219816	0.0372951344392917	0.847584838818107	0.933182232379542	49.6219027820758
ENSG00000179051.13|mRNA|RCC2|ENSG00000179051.13|ENSG00000179051.13|0|4126	0.0483412463068135	6.85649255599719	0.536028228892457	0.467227047624979	0.723766838825251	115.880383658289
ENSG00000053371.12|mRNA|AKR7A2|ENSG00000053371.12|ENSG00000053371.12|0|1781	0.472571921834612	5.1836791340758	10.7580126905409	0.00181500866552201	0.0235992376714804	36.3448522133695
ENSG00000077549.17|mRNA|CAPZB|ENSG00000077549.17|ENSG00000077549.17|0|3238	-0.0382332442612526	8.6247582358193	0.18021391424663	0.672864248204912	0.852970610232728	394.739815989369
ENSG00000270136.5|mRNA|MINOS1-NBL1|ENSG00000270136.5|ENSG00000270136.5|0|2493	-0.0419709815225571	4.82597092552756	0.083086738868228	0.774252897133554	0.901441954979	28.3636427591431
ENSG00000158825.5|mRNA|CDA|ENSG00000158825.5|ENSG00000158825.5|0|963	0.451420787385799	4.64433186638231	4.32550103417669	0.0422728510558651	0.197584134714546	25.0082442065251
ENSG00000158828.7|mRNA|PINK1|ENSG00000158828.7|ENSG00000158828.7|0|4836	0.4992483545127	6.64142419770123	15.6464803621691	0.000222794164486195	0.00535548493708203	99.8315691593269
ENSG00000244038.9|mRNA|DDOST|ENSG00000244038.9|ENSG00000244038.9|0|2721	-0.216106522294152	4.69734239925451	2.28188446104974	0.136681807108375	0.390197913406694	25.9442405321663
ENSG00000127483.17|mRNA|HP1BP3|ENSG00000127483.17|ENSG00000127483.17|0|7442	-0.138941070177544	8.08790636915396	4.33023896527362	0.0421643397956143	0.197346230458601	272.083633846646
ENSG00000075151.20|mRNA|EIF4G3|ENSG00000075151.20|ENSG00000075151.20|0|9596	-0.103098037427292	9.11436438593327	0.141864131024778	0.707900415686882	0.871211247308333	554.238986169382
ENSG00000117298.14|mRNA|ECE1|ENSG00000117298.14|ENSG00000117298.14|0|7265	-0.00115438029386525	6.69525027159852	1.35061282557832e-05	0.997081174330356	0.998770082251024	103.626578785146
ENSG00000090686.15|mRNA|USP48|ENSG00000090686.15|ENSG00000090686.15|0|9497	-0.0823408150761237	7.44770206593657	0.64328627489881	0.426014246599942	0.695698891330184	174.574867309489
ENSG00000070831.15|mRNA|CDC42|ENSG00000070831.15|ENSG00000070831.15|0|3598	-0.236190683305753	8.92389312952731	3.93128903561353	0.0524562028030813	0.224795457855002	485.690389548417
ENSG00000173372.16|mRNA|C1QA|ENSG00000173372.16|ENSG00000173372.16|0|1272	0.738343740124927	3.47268985214252	9.98521772551976	0.0025777824848703	0.0302202737621782	11.1015549042496
ENSG00000159189.11|mRNA|C1QC|ENSG00000159189.11|ENSG00000159189.11|0|1335	0.886626498455495	3.67560016180544	16.1156766660235	0.000183948696396371	0.00457552387862451	12.7780887670422
ENSG00000173369.15|mRNA|C1QB|ENSG00000173369.15|ENSG00000173369.15|0|1601	0.873992491807523	4.4406248232218	17.2767678482945	0.000115244951364973	0.00321617739882444	21.7150718801111
ENSG00000004487.15|mRNA|KDM1A|ENSG00000004487.15|ENSG00000004487.15|0|5435	-0.00301154175659881	6.9865492225355	0.00183606314907685	0.965978598464802	0.989146869843768	126.812154798803
ENSG00000240553.1|lncRNA|AL031428.1|ENSG00000240553.1|ENSG00000240553.1|0|666	0.0692957489175701	2.49514789866894	0.0646510383772916	0.800249270136711	0.913236773439954	5.63786095933475
ENSG00000125944.19|mRNA|HNRNPR|ENSG00000125944.19|ENSG00000125944.19|0|8676	-0.0833210781965735	7.8652129938817	2.09763248921656	0.153268711038366	0.415175329474666	233.165898564497
ENSG00000204219.9|mRNA|TCEA3|ENSG00000204219.9|ENSG00000204219.9|0|3515	0.151899852700207	5.32677113312823	0.479319430536811	0.491676449820366	0.73942649249742	40.1345031651836
ENSG00000117318.8|mRNA|ID3|ENSG00000117318.8|ENSG00000117318.8|0|1797	0.0394914010916423	4.54834764946266	0.0374431076086261	0.847286589472378	0.933182232379542	23.3985568978882
ENSG00000142676.12|mRNA|RPL11|ENSG00000142676.12|ENSG00000142676.12|0|1987	-0.258103988546769	10.3531075641501	4.80445005353159	0.0326866185294542	0.168454528184716	1307.96440471276
ENSG00000011007.12|mRNA|ELOA|ENSG00000011007.12|ENSG00000011007.12|0|5391	-0.215217382039547	6.71232154790262	6.13477940467079	0.0163946874802643	0.110216224529485	104.860065935578
ENSG00000057757.9|mRNA|PITHD1|ENSG00000057757.9|ENSG00000057757.9|0|2186	0.15570028387319	6.46842650638238	1.18754294629046	0.280631015558848	0.566801929998614	88.5503746850038
ENSG00000011009.10|mRNA|LYPLA2|ENSG00000011009.10|ENSG00000011009.10|0|2196	0.133984932814775	4.87478344384578	0.979306203138715	0.326752844016408	0.612770838054769	29.3397250041338
ENSG00000189266.11|mRNA|PNRC2|ENSG00000189266.11|ENSG00000189266.11|0|2564	-0.21802192168607	7.90677474800615	9.95787720197643	0.00261026489465834	0.0304213451308202	239.98072890839
ENSG00000188529.14|mRNA|SRSF10|ENSG00000188529.14|ENSG00000188529.14|0|10277	-0.109519774224361	6.8281297105729	2.53002201421894	0.117495655364378	0.358694047139597	113.624466518647
ENSG00000117602.11|mRNA|RCAN3|ENSG00000117602.11|ENSG00000117602.11|0|7077	-0.575204639075733	7.23656892646146	24.9599776001162	6.41583311147278e-06	0.000356359041075105	150.807976434722
ENSG00000133226.16|mRNA|SRRM1|ENSG00000133226.16|ENSG00000133226.16|0|8168	-0.191088299997016	8.55319540156208	6.36014916766215	0.0146309495055663	0.101875207839083	375.637009705128
ENSG00000169504.14|mRNA|CLIC4|ENSG00000169504.14|ENSG00000169504.14|0|4495	-0.0716238795309326	8.25897154318819	0.0732592984340972	0.787673671438688	0.906878863815805	306.336092121919
ENSG00000020633.18|mRNA|RUNX3|ENSG00000020633.18|ENSG00000020633.18|0|4523	0.0166276515204172	7.20138677370413	0.0150771029203059	0.902726954681204	0.959944406641481	147.174791512097
ENSG00000117614.9|mRNA|SYF2|ENSG00000117614.9|ENSG00000117614.9|0|3370	-0.112086388966165	7.87569248721918	2.45778262159244	0.122744585331751	0.366723144353032	234.865742523131
ENSG00000183726.10|mRNA|TMEM50A|ENSG00000183726.10|ENSG00000183726.10|0|3410	-0.0672264414581026	7.14036330596774	0.0450999114801139	0.832614405360838	0.927631356001822	141.07937760401
ENSG00000204178.9|mRNA|TMEM57|ENSG00000204178.9|ENSG00000204178.9|0|3979	-0.136615195921337	5.70576216121836	1.18484716161154	0.281171801666853	0.566801929998614	52.1921946011327
ENSG00000157978.11|mRNA|LDLRAP1|ENSG00000157978.11|ENSG00000157978.11|0|5397	-0.159457966496705	7.43817784888963	0.330109508419954	0.567963820555605	0.792463788568857	173.426174991292
ENSG00000162430.16|mRNA|SELENON|ENSG00000162430.16|ENSG00000162430.16|0|4424	0.458513249889672	5.92487404123682	4.38852132056138	0.0408538966169993	0.193770927687108	60.7525913243696
ENSG00000255054.3|mRNA|AL020996.2|ENSG00000255054.3|ENSG00000255054.3|0|792	0.124178780789172	4.79485395861093	0.20172582744021	0.65511621963739	0.841472809282781	27.758427911583
ENSG00000117640.17|mRNA|MTFR1L|ENSG00000117640.17|ENSG00000117640.17|0|5817	-0.175737811886958	5.77106594232707	0.362002020150692	0.549896564434296	0.780335683800706	54.6089662744565
ENSG00000117632.22|mRNA|STMN1|ENSG00000117632.22|ENSG00000117632.22|0|6261	0.130590305575011	6.18315338149545	1.0887872661835	0.301356366613625	0.587410813053884	72.6632193859843
ENSG00000142684.8|mRNA|ZNF593|ENSG00000142684.8|ENSG00000142684.8|0|769	0.13696623060151	3.67352444828263	0.478915702672551	0.491858124029563	0.73942649249742	12.7597171921336
