log2FoldChange	logCPM	LR	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.439244921081949	5.21484672205926	4.63092640201325	0.0314006044725715	0.165416996489486	37.1385792930412
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	0.041894441176403	5.56630362319051	0.134020078929609	0.714299762942245	0.877030408965166	47.3831965438279
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	-0.117086246103669	5.57317439618686	0.974711284880655	0.323508002040621	0.614445276130454	47.6093951797026
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	-0.000207409472244265	7.2370358103301	6.85755460239079e-06	0.99791058743405	0.999830710991511	150.856788694887
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.0284633219671204	6.96141257217625	0.0770924253058922	0.781277032944286	0.9064088546344	124.621793295007
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	-0.0977680017236038	6.40056912814306	0.671025185594623	0.412694408899072	0.689551610196143	84.4818269160955
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	-0.130183247890124	6.47764457879957	1.30930832403496	0.252519925238842	0.546187709751008	89.1179770243922
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.11569863339938	6.81501494150397	1.03460323773616	0.309079946332493	0.600801598232975	112.596247833242
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.080630386823866	9.43582433997057	1.07043831059097	0.300846462819368	0.593907044095792	692.573962567259
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.0457341337012899	6.35947680175302	0.191391486979448	0.661761009670342	0.849754582847254	82.1094747646023
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	0.208199335615943	5.36740675089591	4.38865224396168	0.0361789017384811	0.183005744337622	41.2810210787371
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	0.177565957113979	3.45765832566664	0.626714937514997	0.428562862985645	0.703531747242719	10.9864876228387
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.106955778975595	6.68220262003081	1.17208540978881	0.278973158958588	0.572866275090481	102.693611136232
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.255325783660631	10.1335775139042	5.1941308463527	0.0226632855095694	0.135973435889687	1123.3388916791
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	0.0544206597016441	7.12646697321482	0.241510568558546	0.623117225097653	0.825579815836886	139.726995941401
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	0.447165366871133	3.98254715282392	1.39211555212913	0.238048158218129	0.526633222415281	15.8076077992393
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	-0.0410907064325425	7.88625043186563	0.0774765262929122	0.780746725652587	0.906198421070897	236.59084387382
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.0803984738135505	7.66069463307097	1.25778234672875	0.262071279871526	0.555917609249166	202.347979489078
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	0.210697185949076	8.70658763994179	7.47283749734113	0.00626367538922527	0.0562550814784267	417.776531078945
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	-0.15414900884055	7.34681486214399	1.94448915727934	0.16318193631103	0.434417802529271	162.783973816302
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	-0.300377862858145	6.87118468316046	3.30507210198223	0.0690663143822709	0.265751489356453	117.06651648738
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	0.317057766867441	5.52651887326326	4.90636760694277	0.0267578550668823	0.15037493991909	46.0943773097639
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	0.0892739139529923	8.4470600280473	0.314074465416333	0.575190626821522	0.796411279813789	348.994388215569
ENSG00000120948.16|mRNA|TARDBP|ENSG00000120948.16|ENSG00000120948.16|0|6071	0.0763305641067678	6.69374242835149	0.834610457701764	0.360942746068013	0.646922682806351	103.518329289059
ENSG00000277726.4|mRNA|AL109811.4|ENSG00000277726.4|ENSG00000277726.4|0|2205	-0.00469216435357919	6.26633625898024	0.00251393276823819	0.960011514438969	0.986748929464959	76.9759711644582
ENSG00000116649.9|mRNA|SRM|ENSG00000116649.9|ENSG00000116649.9|0|1898	0.0912253469892138	5.45694770961229	0.345538578290359	0.55664956326357	0.788204554764373	43.9243097375622
