baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	120.098532394275	0.913641521930309	0.306754323337388	2.97841449140857	0.00289743863109123	0.0554389511989061
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	143.648195199385	0.22949261271093	0.128478305965306	1.78623629091826	0.0740610073779601	0.327191933816914
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	145.81607579197	0.0874047336818345	0.137979127558082	0.633463446455275	0.526431044047769	0.827896319078089
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	448.081229598824	0.0289702963220325	0.0838193386299887	0.345627832377904	0.729622426417889	0.924674895072235
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	368.964597234505	-0.0135643972884969	0.098232908066155	-0.138084044904402	0.890173995298216	0.973434222635347
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	250.048923061493	-0.106044343263202	0.116701219761299	-0.908682389782262	0.363517802453092	0.706414859998009
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	267.141724779146	-0.0900004947999769	0.111710956154485	-0.805655039560447	0.420441780370945	0.750044803477594
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	330.648790570706	0.138490142536995	0.129903312003903	1.0661017059583	0.286377668535985	0.634042817993178
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	2034.65866849194	0.0254502466470641	0.103697628740735	0.245427469809313	0.806125461464904	0.946014695111856
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	243.215439783877	-0.0557097493684388	0.121181666358058	-0.459720938345839	0.645716538391616	0.88813520101802
