log2FoldChange	logCPM	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.896583378178319	5.34892919286504	0.00250278369483479	0.0518783533266298	40.7556788821795
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	0.244686171373905	5.61755107398251	0.0852160496789964	0.375577757150758	49.0965952187516
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	0.102901935168377	5.64177238382262	0.511830414039186	0.82489370291058	49.9278329200155
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	0.043104159755245	7.24063992989459	0.670670327484624	0.907144638955856	151.234128044566
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.00134180710634228	6.96462370492999	0.988853738023164	0.999344094555741	124.899483864513
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	-0.0908875178676038	6.40283259777039	0.477877317840391	0.797454308709444	84.614475970927
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	-0.073884241647422	6.49669332824053	0.546372848788199	0.850893811641136	90.3024564651773
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.151627020520579	6.80883488526173	0.279892794426241	0.634550837266354	112.11495217084
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.0421373797111298	9.40212550508358	0.655383810999364	0.90239313537796	676.584119554063
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.0337239900982688	6.35481364801833	0.788259576897001	0.951005632218119	81.8445047174181
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	-0.010442139981981	5.26614909258376	0.963591476209781	0.99388423254432	38.4829927111744
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	-0.0996299314174738	3.35311887429611	0.779826030549429	0.947630329860919	10.218552020822
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.181929508009843	6.68793178663953	0.140774401387275	0.471967025709551	103.102234269617
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.19767007974015	10.1652487707659	0.168703717051491	0.512791238005401	1148.27204884039
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	-0.115493011439757	7.05509299975454	0.389696657615708	0.735308238199032	132.982537334968
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	0.158471215356593	3.83868124583154	0.714808970835183	0.926829558973433	14.307316969835
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	0.102930963622271	7.91560742600758	0.505921269910935	0.821395943817549	241.454480734731
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.10151099346716	7.65153181616732	0.248933645094473	0.606687189551756	201.066903385701
