log2FoldChange	logCPM	F	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.89387256033026	5.34892919286504	8.56639505074516	0.00524204721707654	0.0851981594570877	40.7556788821795
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	0.240840844485219	5.61755107398251	3.12066407576864	0.0837356365708792	0.360686105389833	49.0965952187516
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	0.0987784079537516	5.64177238382262	0.446350555854703	0.507309104910216	0.814113713658161	49.9278329200155
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	0.0411037772402692	7.24063992989459	0.201197461246643	0.655797155022576	0.896186191261364	151.234128044566
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.00330809542187173	6.96462370492999	0.000940832432995357	0.975658948068544	0.995140816883605	124.899483864513
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	-0.0911300853495181	6.40283259777039	0.58210629965828	0.44926342016588	0.769531744541616	84.614475970927
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	-0.0743727641238296	6.49669332824053	0.429570836487596	0.515363940399342	0.819910206625316	90.3024564651773
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.150810814678769	6.80883488526173	1.22788176354559	0.273403105625035	0.614706680050363	112.11495217084
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.0428997114735014	9.40212550508358	0.249845767707977	0.619493175880829	0.877674923788439	676.584119554063
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.0335619305123029	6.35481364801833	0.0872576628720831	0.768981253631796	0.938021929154148	81.8445047174181
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	-0.00801892104208224	5.26614909258376	0.00380178786479302	0.951093591438925	0.988203624533516	38.4829927111744
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	-0.0901685145027437	3.35311887429611	0.100434586952737	0.752698518075671	0.931672051473586	10.218552020822
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.180075748959758	6.68793178663953	2.35213903900457	0.131750518506361	0.442979888798163	103.102234269617
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.19778618984412	10.1652487707659	2.13681866547191	0.15038950709371	0.470543582374055	1148.27204884039
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	-0.114127811006067	7.05509299975454	0.836906306581775	0.364907412648354	0.701754949589938	132.982537334968
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	0.15793252564649	3.83868124583154	0.10070175705285	0.75238089956557	0.931672051473586	14.307316969835
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	0.103540961039647	7.91560742600758	0.449536557072293	0.505804561719884	0.813399878764658	241.454480734731
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.099252514450687	7.65153181616732	1.71726839353606	0.196351161529854	0.533923465175469	201.066903385701
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	0.435562201697749	8.75398051199845	17.4996249808117	0.000123082512220418	0.0108331546525078	431.728496597113
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	-0.251302168492148	7.32726748564488	2.81475581024274	0.0999751706214923	0.389152455141187	160.593254519391
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	-0.25941274316384	6.88710892548405	1.77964349282293	0.188558967770507	0.524672500299303	118.365836046598
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	0.0129030486791965	5.39434088588852	0.00414090968840803	0.948961880766597	0.988203624533516	42.0589487553322
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	0.122387627065304	8.42920123598839	0.500424451293692	0.482772789224059	0.79594902799736	344.700895385244
ENSG00000120948.16|mRNA|TARDBP|ENSG00000120948.16|ENSG00000120948.16|0|6071	0.129941630190742	6.69622544387642	1.12013327882622	0.295246491075377	0.637851095412706	103.696647597162
ENSG00000277726.4|mRNA|AL109811.4|ENSG00000277726.4|ENSG00000277726.4|0|2205	0.0832573581310935	6.28652490143734	0.499493323137247	0.483178197745773	0.796159722805806	78.0607219957905
ENSG00000116649.9|mRNA|SRM|ENSG00000116649.9|ENSG00000116649.9|0|1898	0.418869069106403	5.55303903393564	3.94972038353281	0.0526662588581758	0.284786074600778	46.9495372751718
ENSG00000171824.13|mRNA|EXOSC10|ENSG00000171824.13|ENSG00000171824.13|0|6003	0.111260620284595	6.48890697836497	0.874371635017788	0.354481115296522	0.694515911168289	89.8163991263914
ENSG00000199347.1|snRNA|RNU5E-1|ENSG00000199347.1|ENSG00000199347.1|0|120	2.74890317584469	1.35952905878054	17.5676317682868	0.000119914535256804	0.0108267290278551	2.56601403038647
ENSG00000201801.1|snRNA|RNU5E-4P|ENSG00000201801.1|ENSG00000201801.1|0|120	2.6954007728845	0.127547718609688	20.0018229872021	4.8115567948254e-05	0.00542882670869085	1.09243520962852
ENSG00000116688.16|mRNA|MFN2|ENSG00000116688.16|ENSG00000116688.16|0|4973	0.199293127791029	7.8514368386501	1.01961821227544	0.317729721065725	0.659157208524132	230.950016438605
ENSG00000028137.18|mRNA|TNFRSF1B|ENSG00000028137.18|ENSG00000028137.18|0|3766	-0.365461785068121	5.76348860468797	3.26296311496743	0.0772034487961668	0.350588342205678	54.3229004003127
ENSG00000116731.22|mRNA|PRDM2|ENSG00000116731.22|ENSG00000116731.22|0|10923	-0.216775503866933	7.48695902897757	6.22556932065247	0.0161254576341152	0.152985407574384	179.390418910695
ENSG00000142634.12|mRNA|EFHD2|ENSG00000142634.12|ENSG00000142634.12|0|2531	0.210046369561221	8.75264760006875	2.3240489893761	0.134024093843896	0.445044875555954	431.329805053904
ENSG00000215695.1|mRNA|RSC1A1|ENSG00000215695.1|ENSG00000215695.1|0|1854	0.0164689146955323	5.20280425482292	0.0116212136332561	0.914607383054895	0.979208437425957	36.8298662991966
ENSG00000116786.11|mRNA|PLEKHM2|ENSG00000116786.11|ENSG00000116786.11|0|4122	0.228286487469357	6.11020586399538	3.14419039471852	0.0826144722581022	0.358764157456979	69.0804638040392
ENSG00000065526.10|mRNA|SPEN|ENSG00000065526.10|ENSG00000065526.10|0|13294	0.238358263351298	7.96552029155651	4.86899809973259	0.0322162313551613	0.224042081875367	249.954257666028
ENSG00000055070.16|mRNA|SZRD1|ENSG00000055070.16|ENSG00000055070.16|0|4747	0.147844373305516	7.27832659731477	4.48653710083503	0.0394265592671094	0.248413376175257	155.236779365763
ENSG00000157191.19|mRNA|NECAP2|ENSG00000157191.19|ENSG00000157191.19|0|5559	-0.0333630481898527	6.59876432208541	0.098660261967006	0.754819791961608	0.932490383702505	96.922809662817
ENSG00000206652.1|snRNA|RNU1-1|ENSG00000206652.1|ENSG00000206652.1|0|164	0.212009983961263	5.88710604144258	1.05684703246598	0.309146050558532	0.649301627037847	59.1827997129047
ENSG00000207513.1|snRNA|RNU1-3|ENSG00000207513.1|ENSG00000207513.1|0|164	0.171017205576215	5.67391889143555	0.743174421724438	0.392980616649967	0.72570758807439	51.0528250684494
ENSG00000207389.1|snRNA|RNU1-4|ENSG00000207389.1|ENSG00000207389.1|0|164	0.167731307152548	5.64132153893664	0.670054488411229	0.417123536178241	0.745977038972553	49.9122328169406
