log2FoldChange	pvalue	padj	baseMean
ENSG00000187608.8|mRNA|ISG15|ENSG00000187608.8|ENSG00000187608.8|0|942	0.154614257808216	0.340869735793601	0.628866739269652	33.2758572550823
ENSG00000175756.13|mRNA|AURKAIP1|ENSG00000175756.13|ENSG00000175756.13|0|1669	-0.286177953627493	0.1606218393288	0.453562459427475	45.1097074626673
ENSG00000242485.5|mRNA|MRPL20|ENSG00000242485.5|ENSG00000242485.5|0|2788	-0.252426053561236	0.204176103780809	0.501326819626614	47.6722697613907
ENSG00000160075.11|mRNA|SSU72|ENSG00000160075.11|ENSG00000160075.11|0|6925	-0.201259636423169	0.0750436003917879	0.333326426895511	147.398843949792
ENSG00000248333.8|mRNA|CDK11B|ENSG00000248333.8|ENSG00000248333.8|0|3488	-0.197767335497194	0.185849501124442	0.479803698525692	123.976821595201
ENSG00000008128.22|mRNA|CDK11A|ENSG00000008128.22|ENSG00000008128.22|0|4701	0.016136220757506	0.886342543340799	0.949048416704607	87.8907527347215
ENSG00000268575.1|lncRNA|AL031282.2|ENSG00000268575.1|ENSG00000268575.1|0|5079	0.0193328008414264	0.845451414218766	0.931771824454934	93.4478462629297
ENSG00000008130.15|mRNA|NADK|ENSG00000008130.15|ENSG00000008130.15|0|5570	0.0153021090544394	0.989633536523601	0.994500871676009	111.52221522529
ENSG00000078369.17|mRNA|GNB1|ENSG00000078369.17|ENSG00000078369.17|0|6417	0.0875190877870082	0.0945780632425091	0.361927157063809	677.665609265197
ENSG00000157933.9|mRNA|SKI|ENSG00000157933.9|ENSG00000157933.9|0|6080	-0.0282845286223363	0.725586159196544	0.875570220789586	81.2182173862016
ENSG00000158109.14|mRNA|TPRG1L|ENSG00000158109.14|ENSG00000158109.14|0|2414	0.0442170085624571	0.745198858585659	0.886337353423816	38.4922440638833
ENSG00000235169.7|mRNA|SMIM1|ENSG00000235169.7|ENSG00000235169.7|0|954	-0.130271872171908	0.278244439389687	0.569530031394776	10.8820334556795
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.0941986721042429	0.244578606707612	0.536721982728903	103.42962734197
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.414353032171809	0.0168665912112647	0.168990837687646	1151.36415792354
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	0.329590377241225	0.00118782063433823	0.0341483510002464	142.26153525134
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	NA	0.406152453969387	0.675871568581303	12.6690721316969
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	0.0505381922747272	0.784898371179144	0.904958400144273	230.507113629109
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.189549371791736	0.055278771929429	0.289606093597311	199.00692639548
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	0.0966003176333015	0.266698218792261	0.558076265439109	400.04579781964
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	-0.0998289999058697	0.442094763317559	0.698294903627763	170.740023215203
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	-0.0440345995542195	0.764973603464847	0.896989953970565	116.482968961295
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	-0.186909932677137	0.382346116243269	0.656089421424038	41.8252420556033
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	0.372693218950815	0.0245180704431665	0.198118475996265	347.112289487357
